Master_ID,Title,Year,Venue,DOI,Working_Relevance_Tier,Relevance_Score,Elicit_Priority,Eligible_Target,Historical_Data,Technical_Indicators,Fundamental_Data,Financial_News,Social_Media,Sentiment,FinBERT_BERT_RoBERTa,LLM_FinGPT,Multimodal,Fusion,Transformer_Attention,LSTM_GRU,Optimization,Metaheuristic,XAI,Temporal_Validation,Indian_Market,Multi_Stock,Gap_Dimensions_Evidenced
M-2684,Design and Implementation of an AI-Driven Algorithmic Trading Simulation Platform for Strategy Backtesting and Forecasting,2025,Journal of Information and Communication Convergence Engineering,10.56977/jicce.2025.23.4.327,A_Direct_Methodological_Priority,21,High,Direction/Movement,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Fundamental_Data; Financial_News
M-1903,Enhancing Predictive Capabilities for Identifying At-Risk Stocks Using Multivariate Time-Series Classification: A Case Study of the Thai Stock Market,2025,Applied Computational Intelligence and Soft Computing,10.1155/acis/3874667,A_Direct_Methodological_Priority,21,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Technical_Indicators; XAI; Temporal_Validation
M-0894,Nonparametric identification of factors for the cross-section of Latin American stock returns,2025,Global Finance Journal,10.1016/j.gfj.2025.101172,A_Direct_Methodological_Priority,21,Medium,Return,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Fundamental_Data; Temporal_Validation; Multi_Stock
M-0479,Option price prediction based on optimized decomposition-dynamic ensemble and text mining,2025,Applied Soft Computing,10.1016/j.asoc.2025.113224,A_Direct_Methodological_Priority,21,Medium,Price,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Sentiment; FinBERT_BERT_RoBERTa; Optimization; Temporal_Validation
M-1998,Post-Earnings-Announcement Drift Prediction: Leveraging Postevent Investor Responses with Multitask Learning,2025,Information Systems Research,10.1287/isre.2022.0358,A_Direct_Methodological_Priority,21,High,Price,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Fundamental_Data; Financial_News; Transformer_Attention
M-0272,Stock price prediction with SCA-LSTM network and Statistical model ARIMA-GARCH,2025,Journal of Supercomputing,10.1007/s11227-024-06775-6,A_Direct_Methodological_Priority,21,Medium,Price,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Technical_Indicators; Metaheuristic; Indian_Market
M-2243,Artificial Neural Network-Salp-Swarm Algorithm for Stock Price Prediction,2024,Iraqi Journal of Science,10.24996/ijs.2024.65.12.34,A_Direct_Methodological_Priority,21,Medium,Price,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Optimization; Metaheuristic
M-1462,"Clean energy stock price forecasting and response to macroeconomic variables: A novel framework using Facebook's Prophet, NeuralProphet and explainable AI",2024,Technological Forecasting and Social Change,10.1016/j.techfore.2023.123148,A_Direct_Methodological_Priority,21,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Technical_Indicators; Sentiment; XAI
M-0144,Deep Learning Model for Fusing Spatial and Temporal Data for Stock Market Prediction,2024,Computational Economics,10.1007/s10614-023-10464-6,A_Direct_Methodological_Priority,21,High,Price; Trend,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Multimodal; Fusion
M-2191,Ensemble Strategies Using 3-RNNs for Predicting Stock Closing Price of Subsequent Day,2024,International Journal of Intelligent Engineering and Systems,10.22266/ijies2024.1231.41,A_Direct_Methodological_Priority,21,High,Price,Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Fundamental_Data
M-0457,Hybrid of jellyfish and particle swarm optimization algorithm-based support vector machine for stock market trend prediction,2024,Applied Soft Computing,10.1016/j.asoc.2024.111394,A_Direct_Methodological_Priority,21,Medium,Trend,Yes,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Financial_News; Metaheuristic
M-0655,Incorporating stock prices and text for stock movement prediction based on information fusion,2024,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2023.107377,A_Direct_Methodological_Priority,21,High,Price; Direction/Movement,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Multimodal; Fusion; Transformer_Attention
M-2051,Presenting an Optimized Hybrid Model for Stock Price Prediction,2024,International Journal of Advanced Computer Science and Applications,10.14569/ijacsa.2024.0150174,A_Direct_Methodological_Priority,21,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Optimization; Metaheuristic
M-0726,The extra value of online investor sentiment measures on forecasting stock return volatility: A large-scale longitudinal evaluation based on Chinese stock market,2024,Expert Systems with Applications,10.1016/j.eswa.2023.121927,A_Direct_Methodological_Priority,21,Medium,Return,Yes,Yes,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Technical_Indicators; Sentiment; Temporal_Validation
M-2643,A Comparative Study of Time-Series Models Used in Artificial Intelligence Forecasting Approaches; [인공지능 예측 접근법에 사용되는 시계열 모델 비교 연구],2026,Transactions of the Korean Institute of Electrical Engineers,10.5370/kiee.2026.75.3.658,A_Direct_Methodological_Priority,20,Medium,Price; Direction/Movement,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Technical_Indicators; XAI
M-1654,Between revolution and COVID-19: a comparative machine learning analysis for Tunisian banking sector,2026,Journal of Islamic Accounting and Business Research,10.1108/jiabr-06-2025-0329,A_Direct_Methodological_Priority,20,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Technical_Indicators; XAI
M-2232,Designing an LSTM-Based Model for Financial Asset Forecasting Using Machine Learning,2026,Central European Economic Journal,10.2478/ceej-2026-0001,A_Direct_Methodological_Priority,20,Medium,Price,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Sentiment; XAI
M-2753,Ensemble deep learning models for stock price forecasting: evidence from the Saudi markets,2026,PeerJ Computer Science,10.7717/peerj-cs.4064,A_Direct_Methodological_Priority,20,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Technical_Indicators; Temporal_Validation
M-1529,Forecasting stock market returns: a new look at the aggregate attention on ETFs,2026,Applied Economics,10.1080/00036846.2026.2624761,A_Direct_Methodological_Priority,20,High,Return,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Fundamental_Data; Sentiment; Temporal_Validation
M-1580,The Language of Evasion: How Semantic Similarity Between Questions and Answers Predicts Stock Returns,2026,Journal of Behavioral Finance,10.1080/15427560.2026.2657322,A_Direct_Methodological_Priority,20,High,Price; Return,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Fundamental_Data; Sentiment; LLM_FinGPT
M-1551,Can Third-Party Brand Value Estimates Help Predict Cash Flows? A Machine-Learning Analysis,2025,European Accounting Review,10.1080/09638180.2024.2443663,A_Direct_Methodological_Priority,20,Medium,Price; Return,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Fundamental_Data; Temporal_Validation
M-0489,Hierarchical multi-modal fusion architecture search for stock market forecasting,2025,Applied Soft Computing,10.1016/j.asoc.2025.113581,A_Direct_Methodological_Priority,20,High,Price,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Multimodal; Fusion
M-1963,How well do machine learning models in finance work?,2025,Financial Innovation,10.1186/s40854-025-00870-0,A_Direct_Methodological_Priority,20,Medium,Return,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Fundamental_Data; XAI
M-2026,Predicting stock returns using machine learning combined with data envelopment analysis and automatic feature engineering: A case study on the Vietnamese stock market,2025,PLOS ONE,10.1371/journal.pone.0332154,A_Direct_Methodological_Priority,20,High,Return,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Fundamental_Data
M-1638,Stock market predictive modeling using recurring neural network with long short-term architecture,2025,International Journal of Islamic and Middle Eastern Finance and Management,10.1108/imefm-12-2024-0632,A_Direct_Methodological_Priority,20,Medium,Direction/Movement,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Technical_Indicators; XAI
M-0222,A CNN-LSTM Stock Prediction Model Based on Genetic Algorithm Optimization,2024,Asia-Pacific Financial Markets,10.1007/s10690-023-09412-z,A_Direct_Methodological_Priority,20,Medium,Price,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Metaheuristic
M-0243,A hybrid framework for time series trends: embedding social network’s sentiments and optimized stacked LSTM using evolutionary algorithm,2024,Multimedia Tools and Applications,10.1007/s11042-023-16997-0,A_Direct_Methodological_Priority,20,Medium,Trend,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Sentiment; Optimization; Metaheuristic
M-2517,A Machine Learning Approach for Investigating the Determinants of Stock Price Crash Risk: Exploiting Firm and CEO Characteristics,2024,Systems,10.3390/systems12050143,A_Direct_Methodological_Priority,20,Medium,Price,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Fundamental_Data; XAI
M-1901,Enhancing Analytical Precision in Company Earnings Reports through Neurofuzzy System Development: A Comprehensive Investigation,2024,Journal of Electrical and Computer Engineering,10.1155/2024/8515203,A_Direct_Methodological_Priority,20,High,Price,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Fundamental_Data
M-1869,Enhancing Stock Price Prediction with Deep Cross-Modal Information Fusion Network,2024,Fluctuation and Noise Letters,10.1142/s0219477524400170,A_Direct_Methodological_Priority,20,High,Price; Trend,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Multimodal; Fusion
M-2010,Factor-GAN: Enhancing stock price prediction and factor investment with Generative Adversarial Networks,2024,PLoS ONE,10.1371/journal.pone.0306094,A_Direct_Methodological_Priority,20,Medium,Price; Return,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Fundamental_Data; XAI
M-2722,Particle Swarm Optimization and Long Short Term Memory Algorithms for Financial Brand Data Prediction under Internet of Things,2024,Journal of Information Science and Engineering,10.6688/jise.202407_40(4).0009,A_Direct_Methodological_Priority,20,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Metaheuristic
M-0348,Recommendations on Financial Models for Stock Price Prediction,2024,SN Computer Science,10.1007/s42979-023-02507-4,A_Direct_Methodological_Priority,20,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Technical_Indicators; Temporal_Validation
M-2059,Stock Market Volatility Estimation: A Case Study of the Hang Seng Index,2024,International Journal of Advanced Computer Science and Applications,10.14569/ijacsa.2024.0150524,A_Direct_Methodological_Priority,20,Medium,Price; Trend,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Fundamental_Data; Metaheuristic
M-2699,The Impact of Financial Statement Integration in Machine Learning for Stock Price Prediction,2024,International Journal of Information Technology and Computer Science,10.5815/ijitcs.2024.01.04,A_Direct_Methodological_Priority,20,High,Price,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Fundamental_Data
M-2595,Utilizing Fundamental Analysis to Predict Stock Prices,2024,EAI Endorsed Transactions on AI and Robotics,10.4108/airo.5140,A_Direct_Methodological_Priority,20,High,Price,Unclear,Unclear,Yes,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Fundamental_Data; Sentiment; Indian_Market
M-2776,Elite Topic Intensity Feature: A Novel Enhancement in New Energy Vehicle Stock Price Trend Prediction for Machine Learning Models,2026,Engineering Letters,,A_Direct_Methodological_Priority,19,Medium,Price; Direction/Movement; Trend,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Sentiment; Metaheuristic
M-0041,Forecasting Volatility in the Chinese Stock Market Using Deep Learning-Based Hybrid Factor Models,2026,Journal of Forecasting,10.1002/for.70192,A_Direct_Methodological_Priority,19,Medium,Trend,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Sentiment; Temporal_Validation
M-1373,Machine Learning-based Financial Market Volatility Prediction Models,2026,Procedia Computer Science,10.1016/j.procs.2026.03.307,A_Direct_Methodological_Priority,19,Medium,Price,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Technical_Indicators; XAI
M-1102,Option-implied variance asymmetry and stock market returns,2026,Journal of Empirical Finance,10.1016/j.jempfin.2026.101743,A_Direct_Methodological_Priority,19,Medium,Return,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Sentiment; Temporal_Validation
M-0999,Refine and reflect: Explainable stock predictions with large language models,2026,Information Processing & Management,10.1016/j.ipm.2026.104742,A_Direct_Methodological_Priority,19,Medium,Direction/Movement,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Sentiment; LLM_FinGPT; XAI
M-0707,Stock price prediction model based on multiple models ensemble,2026,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2026.115667,A_Direct_Methodological_Priority,19,Medium,Price,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Metaheuristic
M-2489,Time-Varying Linkages Between Survey-Based Financial Risk Tolerance and Stock Market Dynamics: Signal Decomposition and Regime-Switching Evidence,2026,Mathematics,10.3390/math14040667,A_Direct_Methodological_Priority,19,Medium,Return,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Sentiment; XAI; Temporal_Validation
M-2079,Wavelet-Based Dual-Domain Phase Alignment for Predicting Stock Index Trends from Investor Sentiment Cycles,2026,International Journal of Advanced Computer Science and Applications,10.14569/ijacsa.2026.0170256,A_Direct_Methodological_Priority,19,Medium,Trend,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Sentiment; XAI
M-2356,A Multi-Model Machine Learning Framework for Daily Stock Price Prediction,2025,Big Data and Cognitive Computing,10.3390/bdcc9100248,A_Direct_Methodological_Priority,19,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Technical_Indicators; XAI
M-2155,Bridging finance and technology: Machine learning-based portfolio construction in the Indonesian market,2025,International Journal of Management and Sustainability,10.18488/11.v14i3.4426,A_Direct_Methodological_Priority,19,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Technical_Indicators; XAI
M-1268,Can machine learning uncover abnormal returns in uncharted financial territories?,2025,Pacific Basin Finance Journal,10.1016/j.pacfin.2025.102823,A_Direct_Methodological_Priority,19,Medium,Return,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Technical_Indicators; Temporal_Validation
M-0235,"Deep learning, textual sentiment, and financial market",2025,Information Technology and Management,10.1007/s10799-024-00428-z,A_Direct_Methodological_Priority,19,Medium,Return,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Sentiment; FinBERT_BERT_RoBERTa; Temporal_Validation
M-1147,Enhancing stock market predictions for classifying unlabelled celebrities' twitter data,2025,"Journal of Open Innovation: Technology, Market, and Complexity",10.1016/j.joitmc.2025.100575,A_Direct_Methodological_Priority,19,Medium,Price; Direction/Movement,Yes,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Sentiment; Metaheuristic
M-0673,Forecasting stock market time series through the integration of bee colony optimizer and multivariate empirical mode decomposition with extreme gradient boosting regression,2025,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2025.110353,A_Direct_Methodological_Priority,19,Medium,Price,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Metaheuristic
M-0532,From headlines to stock trends: Natural language processing and explainable artificial intelligence approach to predicting Türkiye's financial pulse,2025,Borsa Istanbul Review,10.1016/j.bir.2025.06.013,A_Direct_Methodological_Priority,19,Medium,Trend,Yes,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Sentiment; XAI
M-1078,How important are climate change risks for predicting clean energy stock prices? Evidence from machine learning predictive modeling and interpretation,2025,Journal of Climate Finance,10.1016/j.jclimf.2024.100058,A_Direct_Methodological_Priority,19,Medium,Price,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Technical_Indicators; XAI
M-0195,Integration of Explainable AI with Deep Learning for Real-Time Sentiment-Driven Stock Price Prediction,2025,Computational Economics,10.1007/s10614-025-11159-w,A_Direct_Methodological_Priority,19,Medium,Price,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Sentiment; XAI
M-2441,Risk-Adjusted Performance of Random Forest Models in High-Frequency Trading,2025,Journal of Risk and Financial Management,10.3390/jrfm18030142,A_Direct_Methodological_Priority,19,Medium,Price; Return,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Technical_Indicators; XAI; Temporal_Validation
M-2719,Stock Price Prediction Using LSTM with Attention-Based Multimodal Fusion Model,2025,Economics &amp; Management Information,10.62836/emi.v4i4.506,A_Direct_Methodological_Priority,19,High,Price,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Multimodal; Fusion
M-0111,A multi-criteria approach to evolve sparse neural architectures for stock market forecasting,2024,Annals of Operations Research,10.1007/s10479-023-05715-6,A_Direct_Methodological_Priority,19,Medium,Direction/Movement,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Metaheuristic
M-0009,An ensemble model for stock index prediction based on media attention and emotional causal inference,2024,Journal of Forecasting,10.1002/for.3108,A_Direct_Methodological_Priority,19,Medium,Price; Direction/Movement,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Sentiment; XAI
M-0901,Can public opinions improve the effect of financial early warning ? -- an empirical study on the new energy industry,2024,Heliyon,10.1016/j.heliyon.2024.e26169,A_Direct_Methodological_Priority,19,Medium,Price,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Sentiment; XAI
M-1036,"Chaos, overfitting and equilibrium: To what extent can machine learning beat the financial market?",2024,International Review of Financial Analysis,10.1016/j.irfa.2024.103474,A_Direct_Methodological_Priority,19,Medium,Price; Direction/Movement,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Technical_Indicators; Temporal_Validation
M-2353,Development of Context-Based Sentiment Classification for Intelligent Stock Market Prediction,2024,Big Data and Cognitive Computing,10.3390/bdcc8060051,A_Direct_Methodological_Priority,19,Medium,Price,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Sentiment; XAI
M-0752,Explainable deep learning model for stock price forecasting using textual analysis,2024,Expert Systems with Applications,10.1016/j.eswa.2024.123740,A_Direct_Methodological_Priority,19,Medium,Price,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Sentiment; XAI
M-2738,Novel grey wolf optimizer based parameters selection for GARCH and ARIMA models for stock price prediction,2024,PeerJ Computer Science,10.7717/peerj-cs.1735,A_Direct_Methodological_Priority,19,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Metaheuristic
M-2053,Presenting a Hybrid Method to Overcome the Challenges of Determining the Uncertainty of Future Stock Price Identification,2024,International Journal of Advanced Computer Science and Applications,10.14569/ijacsa.2024.0150327,A_Direct_Methodological_Priority,19,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Metaheuristic
M-0724,Towards interpretable stock trend prediction through causal inference,2024,Expert Systems with Applications,10.1016/j.eswa.2023.121654,A_Direct_Methodological_Priority,19,Medium,Trend,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Financial_News; XAI
M-2672,Explainable and Responsible AI for Deep Learning-Based NIFTY 50 Stock Price Prediction Using SHAP and Technical Indicators,2026,International Journal of Scientific Research in Engineering and Management,10.55041/ijsrem63926,A_Direct_Methodological_Priority,18,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Technical_Indicators; XAI; Indian_Market
M-2327,Cybersecure XAI Algorithm for Generating Recommendations Based on Financial Fundamentals Using DeepSeek,2025,AI (Switzerland),10.3390/ai6050095,A_Direct_Methodological_Priority,18,Medium,Price,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Fundamental_Data; XAI
M-1737,Diverse Minds Think Alike: A SHAP-Guided RNN for Stock Price Forecasting with Smart SMA Optimization,2025,"2025 3rd International Conference on Artificial Intelligence, Blockchain, and Internet of Things (AIBThings)",10.1109/aibthings66987.2025.11296244,A_Direct_Methodological_Priority,18,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Technical_Indicators; XAI
M-2311,A Hybrid Model of Integrating Sentiment Analysis and Key Market Indicators for IPO Listing Trend Prediction,2024,"International Journal of Mathematical, Engineering and Management Sciences",10.33889/ijmems.2024.9.4.047,A_Direct_Methodological_Priority,18,High,Trend,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Fundamental_Data; Sentiment
